model,split,metric,mean,ci_lo,ci_hi,n,vs_benchmark_mean_diff,vs_benchmark_ci_lo,vs_benchmark_ci_hi,vs_benchmark_n_paired,vs_benchmark_p_two_sided
ens_abs,val_chem_only,residual_pcc_vs_batch_aware_mu_ctx,0.006224439321016655,-0.0012734681078578807,0.014096725117615764,1065,0.005857855201784008,-0.00198437945380482,0.01382745082612606,1065.0,0.138
ens_abs,val_chem_only,abundance_pcc,0.9815084035074728,0.9810897227579813,0.9818882432803769,1065,-0.011770103346938442,-0.012095512143278135,-0.011474927317973277,1065.0,0.001
ens_abs,val_strain_only,fold_change_pcc,0.2846028943428446,0.2739429891386079,0.2954890796964806,1333,0.006934349143478894,-0.0037705269317189595,0.017786781357374305,1333.0,0.224
ens_abs,val_strain_only,residual_pcc_vs_mu_ctx,0.32094493834298726,0.31322978760863956,0.3293391660191122,1333,0.026166624748292244,0.016794265269752886,0.034931359316619885,1333.0,0.001
ens_abs,val_strain_only,residual_pcc_vs_mu_drug,0.2534904672500316,0.24303024689635874,0.2628228579931834,1333,-0.046908950961279595,-0.055905338423713466,-0.03792552795643279,1333.0,0.001
ens_abs,val_strain_only,residual_pcc_vs_batch_aware_mu_ctx,0.366888387901877,0.3602432180731014,0.37390118647432957,1333,0.05801180618179629,0.049807354495755275,0.06590953655181603,1333.0,0.001
ens_abs,val_strain_only,abundance_pcc,0.9766723480759283,0.9761392830048138,0.9771947103203187,1333,-0.004383480703944477,-0.004766110910709829,-0.004015653708747597,1333.0,0.001
ens_abs,val_both,fold_change_pcc,0.17520521171159656,0.15904356361045308,0.1917051131641438,269,-0.07026711852241742,-0.08744287688737062,-0.05191271348653673,269.0,0.001
ens_abs,val_both,residual_pcc_vs_mu_ctx,0.14243496455862753,0.12924544035259897,0.1552259754083435,269,-0.13834613668833481,-0.15483146354432356,-0.1219237442756721,269.0,0.001
ens_abs,val_both,residual_pcc_vs_mu_drug,0.13222673049812034,0.11514740387687815,0.1482063426349701,269,-0.13497987028390715,-0.15253491094822602,-0.11580018291604806,269.0,0.001
ens_abs,val_both,residual_pcc_vs_batch_aware_mu_ctx,0.07812645948435304,0.06325137828007724,0.09313974525232077,269,-0.21676774976479862,-0.2360317468515273,-0.19677058328748354,269.0,0.001
ens_abs,val_both,abundance_pcc,0.9741796936831119,0.9731294494124259,0.9751454037619851,269,-0.009211164929683836,-0.010049191976909623,-0.008374534458506363,269.0,0.001
ens_abs,val_time,fold_change_pcc,0.5484353765566633,0.5244149158446875,0.5723472312689187,139,0.07065372957273572,0.052841173783854334,0.08910982162168074,139.0,0.001
ens_abs,val_time,residual_pcc_vs_mu_ctx,0.47566670436934555,0.44745498172553355,0.5053538273722306,139,0.152207970357967,0.12364909839030333,0.18295717384753685,139.0,0.001
ens_abs,val_time,residual_pcc_vs_mu_drug,0.5104331698565246,0.48764195428564705,0.5310907336729572,139,0.06904613083016273,0.041764095007786294,0.1011933508011513,139.0,0.001
ens_abs,val_time,residual_pcc_vs_batch_aware_mu_ctx,0.3858695873134337,0.35555223802782226,0.4168755556932979,139,0.38588913177126866,0.35618757443801946,0.41634284400249016,139.0,0.001
ens_abs,val_time,abundance_pcc,0.9854014966700032,0.9841830262333396,0.9864657411504186,139,-0.004272141912702449,-0.005911417472773355,-0.002410049961794995,139.0,0.001
ens_all,val_chem_only,fold_change_pcc,0.3963080997127977,0.38975801588762093,0.40320957182829437,1065,-0.09026485811416021,-0.09370122168630725,-0.08669749983884703,1065.0,0.001
ens_all,val_chem_only,residual_pcc_vs_mu_ctx,0.3116407386730773,0.3026221927899668,0.32155843920366806,1065,-0.14112087499704898,-0.14660626979366131,-0.13574456763303253,1065.0,0.001
ens_all,val_chem_only,residual_pcc_vs_mu_drug,0.3548766018232299,0.3478575561115053,0.36233400456147546,1065,-0.13283741536870733,-0.13745346667940064,-0.12808188959660763,1065.0,0.001
ens_all,val_chem_only,residual_pcc_vs_batch_aware_mu_ctx,-0.008861083459411447,-0.016284467373381833,-0.0012381919713066695,1065,-0.009227667578644088,-0.016787192722698924,-0.0014531495205065555,1065.0,0.012
ens_all,val_chem_only,abundance_pcc,0.9874457653693187,0.9870936404770243,0.9877657180534906,1065,-0.005832741485092326,-0.006062336519161202,-0.005630030326751086,1065.0,0.001
ens_all,val_strain_only,fold_change_pcc,0.2847449325516977,0.2738315345911972,0.29604088365627296,1333,0.007076387352332005,-0.003975067959376521,0.018250383138125565,1333.0,0.24
ens_all,val_strain_only,residual_pcc_vs_mu_ctx,0.32259363168384203,0.3145663514571842,0.3310411065715959,1333,0.02781531808914705,0.01824360184005373,0.03703254485378721,1333.0,0.001
ens_all,val_strain_only,residual_pcc_vs_mu_drug,0.25452893198505594,0.24362732321639347,0.26445646961593905,1333,-0.045870486226255246,-0.055174557167212,-0.036666176063827854,1333.0,0.001
ens_all,val_strain_only,residual_pcc_vs_batch_aware_mu_ctx,0.37361844922557597,0.3666974014724473,0.38078268635399903,1333,0.06474186750549525,0.05589141645705838,0.07275055644629205,1333.0,0.001
ens_all,val_strain_only,abundance_pcc,0.9888320580361293,0.9883228223853606,0.9892917892681818,1333,0.007776229256256702,0.007506287988720425,0.008031450819532262,1333.0,0.001
ens_all,val_both,fold_change_pcc,0.16515195465955743,0.14861181010442123,0.18165589586516215,269,-0.08032037557445658,-0.09749570868514885,-0.06150894595410329,269.0,0.001
ens_all,val_both,residual_pcc_vs_mu_ctx,0.13496185766321417,0.12116450841337181,0.1476903165191226,269,-0.1458192435837482,-0.16240130747642964,-0.12964848798492543,269.0,0.001
ens_all,val_both,residual_pcc_vs_mu_drug,0.119486824412441,0.10223759639744323,0.13541924487133677,269,-0.1477197763695865,-0.16566539958720222,-0.12890171182511237,269.0,0.001
ens_all,val_both,residual_pcc_vs_batch_aware_mu_ctx,0.07315143044971018,0.058055688989748826,0.08838050309918209,269,-0.22174277879944154,-0.2408421581968324,-0.20178685639708874,269.0,0.001
ens_all,val_both,abundance_pcc,0.9857706624923154,0.9848869551471494,0.9865501535505895,269,0.0023798038795196635,0.0018103748298425098,0.00295313428163356,269.0,0.001
ens_all,val_time,fold_change_pcc,0.5530273773483556,0.5282533038021612,0.5771606492002309,139,0.07524573036442822,0.057893904323494824,0.09329468935280595,139.0,0.001
ens_all,val_time,residual_pcc_vs_mu_ctx,0.4784727079921816,0.44938152038831675,0.5088219880749284,139,0.15501397398080305,0.12655219544538848,0.18483838792613952,139.0,0.001
ens_all,val_time,residual_pcc_vs_mu_drug,0.5157400849999091,0.4930773590324539,0.5358860662736534,139,0.07435304597354701,0.046774564412551,0.1058223012623861,139.0,0.001
ens_all,val_time,residual_pcc_vs_batch_aware_mu_ctx,0.3884403480420628,0.35764701147172495,0.4199646750834251,139,0.38845989249989776,0.3576138693856459,0.4202178430784879,139.0,0.001
ens_all,val_time,abundance_pcc,0.9902633612997553,0.9891536512074789,0.9912391755809677,139,0.0005897227170498591,-0.0007277400920330597,0.0022352109171637877,139.0,0.474
lgb_delta_ABLATION_fullonly,val_chem_only,fold_change_pcc,0.4169672655979005,0.41033615042251875,0.42433047360646386,1065,-0.0696056922290574,-0.07215490979220021,-0.06718553583081097,1065.0,0.001
lgb_delta_ABLATION_fullonly,val_chem_only,residual_pcc_vs_mu_ctx,0.37792178650573843,0.3689212969987807,0.3885262167460007,1065,-0.07483982716438782,-0.07810684523216449,-0.0714330764564764,1065.0,0.001
lgb_delta_ABLATION_fullonly,val_chem_only,residual_pcc_vs_mu_drug,0.40891611963517904,0.40206394184815164,0.41651127878522826,1065,-0.07879789755675819,-0.08152657729334742,-0.07610473529469934,1065.0,0.001
lgb_delta_ABLATION_fullonly,val_chem_only,residual_pcc_vs_batch_aware_mu_ctx,0.1039644231411892,0.09628661591471899,0.11151677653207062,1065,0.10359783902195657,0.09594358530190567,0.11100524744639367,1065.0,0.001
lgb_delta_ABLATION_fullonly,val_chem_only,abundance_pcc,0.990544850890077,0.9902511551437136,0.9908279506294724,1065,-0.0027336559643339666,-0.002845604195436263,-0.0026317234054136418,1065.0,0.001
lgb_delta_ABLATION_fullonly,val_strain_only,fold_change_pcc,0.2605801189301052,0.2515248701820468,0.26967446977181087,1333,-0.017088426269260545,-0.027136451718124833,-0.007601431950346606,1333.0,0.002
lgb_delta_ABLATION_fullonly,val_strain_only,residual_pcc_vs_mu_ctx,0.30670613089373494,0.30072408995319844,0.3126702599855594,1333,0.011927817299039968,0.004397225970760519,0.02005401896515369,1333.0,0.002
lgb_delta_ABLATION_fullonly,val_strain_only,residual_pcc_vs_mu_drug,0.22540806575350156,0.21685443084725245,0.23362732894815838,1333,-0.07499135245780963,-0.08226382799595625,-0.06854685981151248,1333.0,0.001
lgb_delta_ABLATION_fullonly,val_strain_only,residual_pcc_vs_batch_aware_mu_ctx,0.36160957388349313,0.35604668578323534,0.3676350676432511,1333,0.05273299216341246,0.04555245616642852,0.059901869637791684,1333.0,0.001
lgb_delta_ABLATION_fullonly,val_strain_only,abundance_pcc,0.9887278721924717,0.9882347857631048,0.9891782033131656,1333,0.00767204341259903,0.0073879007962481345,0.007937578418133515,1333.0,0.001
lgb_delta_ABLATION_fullonly,val_both,fold_change_pcc,0.15642332708604936,0.14305799337563035,0.16905877004879755,269,-0.08904900314796466,-0.10290893489596686,-0.07403821535175308,269.0,0.001
lgb_delta_ABLATION_fullonly,val_both,residual_pcc_vs_mu_ctx,0.2204268407832403,0.21147072255149332,0.22958351275780287,269,-0.0603542604637221,-0.07144511501796287,-0.04823652197423857,269.0,0.001
lgb_delta_ABLATION_fullonly,val_both,residual_pcc_vs_mu_drug,0.1552993019025744,0.14326167609109736,0.1674256118768091,269,-0.1119072988794531,-0.12459068072594033,-0.09831110498136288,269.0,0.001
lgb_delta_ABLATION_fullonly,val_both,residual_pcc_vs_batch_aware_mu_ctx,0.3015158351783499,0.2865956965754732,0.31550503862766693,269,0.0066216259291981844,-0.008809332544809943,0.021783585260263853,269.0,0.348
lgb_delta_ABLATION_fullonly,val_both,abundance_pcc,0.9892327708386751,0.9883643246106701,0.9900199735178818,269,0.0058419122258792375,0.0053547946748508015,0.006379964053392816,269.0,0.001
lgb_delta_ABLATION_fullonly,val_time,fold_change_pcc,0.5723072824677824,0.5481055122474352,0.5956228387327225,139,0.0945256354838549,0.07830807349445373,0.11057546256789197,139.0,0.001
lgb_delta_ABLATION_fullonly,val_time,residual_pcc_vs_mu_ctx,0.5139183841816172,0.4886592027435262,0.5401870831577515,139,0.19045965017023858,0.16215091736306841,0.2213380596117416,139.0,0.001
lgb_delta_ABLATION_fullonly,val_time,residual_pcc_vs_mu_drug,0.5405178501642839,0.5182655435818349,0.5606820889788933,139,0.09913081113792177,0.07337963610349889,0.12887208292809307,139.0,0.001
lgb_delta_ABLATION_fullonly,val_time,residual_pcc_vs_batch_aware_mu_ctx,0.4284629288354117,0.39977483376750617,0.45535302191088933,139,0.42848247329324657,0.40006457497472797,0.4554187023008508,139.0,0.001
lgb_delta_ABLATION_fullonly,val_time,abundance_pcc,0.99096232892991,0.9898315745738892,0.991965671161402,139,0.0012886903472043632,2.013900783133048e-05,0.002928644761796723,139.0,0.044
per_context_mean_batch,val_chem_only,fold_change_pcc,0.4865729578269579,0.479624054710457,0.49392822147741366,1065,,,,,
per_context_mean_batch,val_chem_only,residual_pcc_vs_mu_ctx,0.4527616136701263,0.44409071036433545,0.46272037573891345,1065,,,,,
per_context_mean_batch,val_chem_only,residual_pcc_vs_mu_drug,0.48771401719193713,0.4808147627558353,0.49508286416026975,1065,,,,,
per_context_mean_batch,val_chem_only,residual_pcc_vs_batch_aware_mu_ctx,0.0003665841192326415,-0.0005437194353006445,0.0013512013188887288,1065,,,,,
per_context_mean_batch,val_chem_only,abundance_pcc,0.9932785068544112,0.9930085533895162,0.9935392304949121,1065,,,,,
per_context_mean_batch,val_strain_only,fold_change_pcc,0.2776685451993657,0.272116326723748,0.28365117514450383,1333,,,,,
per_context_mean_batch,val_strain_only,residual_pcc_vs_mu_ctx,0.294778313594695,0.28912692512415555,0.30037555760687856,1333,,,,,
per_context_mean_batch,val_strain_only,residual_pcc_vs_mu_drug,0.30039941821131116,0.29333011202473913,0.3074229714970502,1333,,,,,
per_context_mean_batch,val_strain_only,residual_pcc_vs_batch_aware_mu_ctx,0.30887658172008065,0.3032582848660521,0.3142475698675717,1333,,,,,
per_context_mean_batch,val_strain_only,abundance_pcc,0.9810558287798726,0.9805468981303714,0.9815346464342951,1333,,,,,
per_context_mean_batch,val_both,fold_change_pcc,0.245472330234014,0.2324866428779839,0.2581404210034949,269,,,,,
per_context_mean_batch,val_both,residual_pcc_vs_mu_ctx,0.2807811012469624,0.26862746401014215,0.2916663981438811,269,,,,,
per_context_mean_batch,val_both,residual_pcc_vs_mu_drug,0.2672066007820275,0.2554897368557305,0.27930931486326105,269,,,,,
per_context_mean_batch,val_both,residual_pcc_vs_batch_aware_mu_ctx,0.29489420924915166,0.28290467272183534,0.30593837775241556,269,,,,,
per_context_mean_batch,val_both,abundance_pcc,0.983390858612796,0.9825309131712453,0.9840960926522863,269,,,,,
per_context_mean_batch,val_time,fold_change_pcc,0.4777816469839275,0.4541594994718279,0.4989285870015763,139,,,,,
per_context_mean_batch,val_time,residual_pcc_vs_mu_ctx,0.32345873401137853,0.2892680344132693,0.3587651788720619,139,,,,,
per_context_mean_batch,val_time,residual_pcc_vs_mu_drug,0.44138703902636206,0.41230004450804597,0.4671131530604865,139,,,,,
per_context_mean_batch,val_time,residual_pcc_vs_batch_aware_mu_ctx,-1.9544457834923986e-05,-0.0025849041244534804,0.0027998556855148866,139,,,,,
per_context_mean_batch,val_time,abundance_pcc,0.9896736385827055,0.9872674954563261,0.9917009735288524,139,,,,,
control_anchor,val_chem_only,fold_change_pcc,,,,0,,,,0.0,
control_anchor,val_chem_only,residual_pcc_vs_mu_ctx,0.23665709715070662,0.22411750119632504,0.24902601031922328,1065,-0.21610451651941967,-0.2280861049758757,-0.20431640933904152,1065.0,0.001
control_anchor,val_chem_only,residual_pcc_vs_mu_drug,0.12025118564466072,0.11378365171692743,0.12659864497725098,1065,-0.3674628315472765,-0.3778075620612033,-0.3578322622124156,1065.0,0.001
control_anchor,val_chem_only,residual_pcc_vs_batch_aware_mu_ctx,0.22008236292209135,0.20824750007819998,0.23125818559338146,1065,0.2197157788028587,0.20760531486672654,0.23105343139765314,1065.0,0.001
control_anchor,val_chem_only,abundance_pcc,0.9917526045324276,0.9913944002711277,0.9920886325974475,1065,-0.0015259023219836663,-0.001668674529979539,-0.0013926439525737118,1065.0,0.001
control_anchor,val_strain_only,fold_change_pcc,,,,0,,,,0.0,
control_anchor,val_strain_only,residual_pcc_vs_mu_ctx,0.17857136698894546,0.16975551673995473,0.18760569968851618,1333,-0.1162069466057495,-0.12677338698007862,-0.10636218613689348,1333.0,0.001
control_anchor,val_strain_only,residual_pcc_vs_mu_drug,0.10821984362401137,0.09661460698903046,0.11909980296199245,1333,-0.19217957458729987,-0.20255850733478578,-0.1831356933096868,1333.0,0.001
control_anchor,val_strain_only,residual_pcc_vs_batch_aware_mu_ctx,0.27528157540253306,0.2643102186785182,0.2852750248056522,1333,-0.03359500631754758,-0.04447695771114407,-0.02333005703191861,1333.0,0.001
control_anchor,val_strain_only,abundance_pcc,0.9898008266260314,0.9891980584635128,0.9903505242068819,1333,0.008744997846158892,0.008442903669843651,0.009038206503179337,1333.0,0.001
control_anchor,val_both,fold_change_pcc,,,,0,,,,0.0,
control_anchor,val_both,residual_pcc_vs_mu_ctx,0.22056879108287847,0.20264350164575498,0.23855899701086514,269,-0.06021231016408392,-0.07981273863003768,-0.03919997259166476,269.0,0.001
control_anchor,val_both,residual_pcc_vs_mu_drug,0.11367433328567561,0.09976246809094139,0.12712676774938195,269,-0.1535322674963519,-0.16993053763512675,-0.13667752713583722,269.0,0.001
control_anchor,val_both,residual_pcc_vs_batch_aware_mu_ctx,0.3178789242530882,0.29584051874441986,0.34056243202467823,269,0.022984715003936593,0.0011623674961658923,0.04516555411428691,269.0,0.038
control_anchor,val_both,abundance_pcc,0.9914551327230743,0.9905246898181986,0.9922432309042418,269,0.0080642741102784,0.007605439916926356,0.008583141744132307,269.0,0.001
control_anchor,val_time,fold_change_pcc,,,,0,,,,0.0,
control_anchor,val_time,residual_pcc_vs_mu_ctx,0.10772793724166874,0.06606560980008017,0.14942633062593047,139,-0.21573079676970983,-0.264838071969036,-0.16305736884635846,139.0,0.001
control_anchor,val_time,residual_pcc_vs_mu_drug,0.06353354966511875,0.02637301745966208,0.09910207758129086,139,-0.3778534893612434,-0.4096323520048427,-0.346904073569868,139.0,0.001
control_anchor,val_time,residual_pcc_vs_batch_aware_mu_ctx,0.1706903934514478,0.13131311615523897,0.21269128514051944,139,0.17070993790928274,0.13173495530544668,0.2127724530328456,139.0,0.001
control_anchor,val_time,abundance_pcc,0.9873681063772471,0.9845193999495786,0.9898777580205749,139,-0.0023055322054585225,-0.002956810792401199,-0.0017132759016665635,139.0,0.001
blend_ens_delta_benchmark_w0.5,val_chem_only,fold_change_pcc,0.44852471926788934,0.4418826129178744,0.4555321615492784,1065,-0.03804823855906853,-0.039967689947358345,-0.035988276843057505,1065.0,0.001
blend_ens_delta_benchmark_w0.5,val_chem_only,residual_pcc_vs_mu_ctx,0.3855612827777801,0.3765052486861288,0.39582259491947236,1065,-0.06720033089234616,-0.07059432026810462,-0.0638076063138718,1065.0,0.001
blend_ens_delta_benchmark_w0.5,val_chem_only,residual_pcc_vs_mu_drug,0.4285532550960279,0.4215558371847152,0.43618310470056487,1065,-0.05916076209590926,-0.06175227552731226,-0.0564322618740874,1065.0,0.001
blend_ens_delta_benchmark_w0.5,val_chem_only,residual_pcc_vs_batch_aware_mu_ctx,-0.0223415684829086,-0.029389860606496114,-0.01492709390451754,1065,-0.022708152602141245,-0.02978294337401451,-0.015359491111302406,1065.0,0.001
blend_ens_delta_benchmark_w0.5,val_chem_only,abundance_pcc,0.9906797838841238,0.9903923677673437,0.9909522480665308,1065,-0.0025987229702872615,-0.0026904712152536862,-0.002516146708185927,1065.0,0.001
blend_ens_delta_benchmark_w0.5,val_strain_only,fold_change_pcc,0.3439963134677547,0.3370322101288791,0.35178693648148696,1333,0.066327768268389,0.06149870013943771,0.07096758081011835,1333.0,0.001
blend_ens_delta_benchmark_w0.5,val_strain_only,residual_pcc_vs_mu_ctx,0.36322855036649687,0.35759001279247593,0.3694283994321428,1333,0.0684502367718019,0.06470725462627029,0.07244332260796423,1333.0,0.001
blend_ens_delta_benchmark_w0.5,val_strain_only,residual_pcc_vs_mu_drug,0.33672079942879574,0.32884387195600945,0.34415998119730457,1333,0.036321381217484544,0.033285917435220476,0.03939292675916946,1333.0,0.001
blend_ens_delta_benchmark_w0.5,val_strain_only,residual_pcc_vs_batch_aware_mu_ctx,0.3835081928219753,0.3778799269535927,0.3894785662695956,1333,0.07463161110189463,0.0713911144970802,0.07801360719440832,1333.0,0.001
blend_ens_delta_benchmark_w0.5,val_strain_only,abundance_pcc,0.9878024405781711,0.9873386823816347,0.9882235352193167,1333,0.006746611798298403,0.0065403286787557025,0.006939323222537234,1333.0,0.001
blend_ens_delta_benchmark_w0.5,val_both,fold_change_pcc,0.26917365362347523,0.2552927347442185,0.28281968627245774,269,0.023701323389461227,0.016510323131953046,0.031219739594650794,269.0,0.001
blend_ens_delta_benchmark_w0.5,val_both,residual_pcc_vs_mu_ctx,0.2863797355140573,0.27498621220369784,0.2983399506283825,269,0.005598634267094993,-0.000258066403859666,0.011298953508829127,269.0,0.064
blend_ens_delta_benchmark_w0.5,val_both,residual_pcc_vs_mu_drug,0.2684549696106445,0.25570168451152875,0.28198324352535536,269,0.001248368828617016,-0.005746856172041812,0.008213390002569168,269.0,0.754
blend_ens_delta_benchmark_w0.5,val_both,residual_pcc_vs_batch_aware_mu_ctx,0.2832963220735101,0.2720287621042506,0.29463352824997724,269,-0.0115978871756416,-0.017000523295670828,-0.006490719772989836,269.0,0.001
blend_ens_delta_benchmark_w0.5,val_both,abundance_pcc,0.9879715443571597,0.9871861336613599,0.9886510968287449,269,0.004580685744363784,0.004243333274093064,0.00494674120437206,269.0,0.001
blend_ens_delta_benchmark_w0.5,val_time,fold_change_pcc,0.5401324961553483,0.5153239792754164,0.5630773975285776,139,0.06235084917142088,0.04947318089902794,0.07617549959402493,139.0,0.001
blend_ens_delta_benchmark_w0.5,val_time,residual_pcc_vs_mu_ctx,0.4423806404149381,0.4104952557309025,0.4758550998395512,139,0.11892190640355954,0.09748885187240891,0.1423947718925895,139.0,0.001
blend_ens_delta_benchmark_w0.5,val_time,residual_pcc_vs_mu_drug,0.5027679621215496,0.48072388577308883,0.5225342467583308,139,0.06138092309518752,0.04122170395426633,0.08549803973366003,139.0,0.001
blend_ens_delta_benchmark_w0.5,val_time,residual_pcc_vs_batch_aware_mu_ctx,0.3650936840751774,0.33379837545405094,0.398362501307656,139,0.36511322853301226,0.3330916455807366,0.39791219926251464,139.0,0.001
blend_ens_delta_benchmark_w0.5,val_time,abundance_pcc,0.9904752651452536,0.9890391221786355,0.9916905570649701,139,0.0008016265625481397,-0.00019168077142809041,0.0020504376832208558,139.0,0.134
