model,library,target,regime,feature,gain_share
cat_abs,cat,abs,chem_novel,prot_mean_y,0.03613907310002266
cat_abs,cat,abs,chem_novel,prot_sd_y,0.0011119230067537969
cat_abs,cat,abs,chem_novel,prot_detect,0.0008413617352372924
cat_abs,cat,abs,chem_novel,prot_mean_d,0.000741446813845733
cat_abs,cat,abs,chem_novel,prot_sd_d,0.0005732082275565892
cat_abs,cat,abs,chem_novel,prot_mean_absd,0.0006743556294681702
cat_abs,cat,abs,chem_novel,pert_time_num,0.00011182497519770024
cat_abs,cat,abs,chem_novel,temperature_num,4.750924762841076e-05
cat_abs,cat,abs,chem_novel,well_row,0.0031688498803489774
cat_abs,cat,abs,chem_novel,well_col,0.004367103270285287
cat_abs,cat,abs,chem_novel,ctrl_median,0.000673464574985244
cat_abs,cat,abs,chem_novel,ctrl_detect,0.00025302692710801113
cat_abs,cat,abs,chem_novel,has_drug_prior,0.0
cat_abs,cat,abs,chem_novel,has_strain_prior,0.0
cat_abs,cat,abs,chem_novel,data_source,0.004228994647899815
cat_abs,cat,abs,chem_novel,instrument,9.117006523115015e-05
cat_abs,cat,abs,chem_novel,Strains,0.003684853702586372
cat_abs,cat,abs,chem_novel,Medium,3.144318697225062e-05
cat_abs,cat,abs,chem_novel,perturbation_no_concentration,0.0
cat_abs,cat,abs,chem_novel,Yeast_cell_plate,0.004619798884989472
cat_abs,cat,abs,chem_novel,pert_id,0.014031747992521538
lgb_delta,lgb,delta,strain_novel,c_ctrl,0.004839756086246796
lgb_delta,lgb,delta,strain_novel,c_ctrl_centered,0.0048172837838984335
lgb_delta,lgb,delta,strain_novel,d_ctx,0.0
lgb_delta,lgb,delta,strain_novel,d_ctxb,0.0
lgb_delta,lgb,delta,strain_novel,d_strain,0.0
lgb_delta,lgb,delta,strain_novel,d_drug,0.30868038251280366
lgb_delta,lgb,delta,strain_novel,d_drug_time,0.03821267017505804
lgb_delta,lgb,delta,strain_novel,d_drug_strain,0.0
lgb_delta,lgb,delta,strain_novel,d_batch,0.006226033399012082
lgb_delta,lgb,delta,strain_novel,d_batch_time,0.0030591014295627576
lgb_delta,lgb,delta,strain_novel,d_plate,0.1636765917502634
lgb_delta,lgb,delta,strain_novel,d_instr,0.001990325331395381
lgb_delta,lgb,delta,strain_novel,d_time,0.0010446599536639047
lgb_delta,lgb,delta,strain_novel,d_mtt,0.011090986627230494
lgb_delta,lgb,delta,strain_novel,y_ctxb,0.0
lgb_delta,lgb,delta,strain_novel,y_mtt,0.005534226808282729
lgb_delta,lgb,delta,strain_novel,prot_mean_y,0.00878117959130256
lgb_delta,lgb,delta,strain_novel,prot_sd_y,0.003267334044431699
lgb_delta,lgb,delta,strain_novel,prot_detect,0.012328998641777085
lgb_delta,lgb,delta,strain_novel,prot_mean_d,0.002083410571626067
lgb_delta,lgb,delta,strain_novel,prot_sd_d,0.005725665973188137
lgb_delta,lgb,delta,strain_novel,prot_mean_absd,0.004069104564563732
lgb_delta,lgb,delta,strain_novel,pert_time_num,0.0027193931472169687
lgb_delta,lgb,delta,strain_novel,temperature_num,0.0005536895340764837
lgb_delta,lgb,delta,strain_novel,well_row,0.006212487409389352
lgb_delta,lgb,delta,strain_novel,well_col,0.031188687930443777
lgb_delta,lgb,delta,strain_novel,ctrl_median,0.009997558902266326
lgb_delta,lgb,delta,strain_novel,ctrl_detect,0.0064896159139292775
lgb_delta,lgb,delta,strain_novel,has_drug_prior,0.0
lgb_delta,lgb,delta,strain_novel,has_strain_prior,0.0
lgb_delta,lgb,delta,strain_novel,data_source,0.00040871178966103824
lgb_delta,lgb,delta,strain_novel,instrument,0.001870871181078324
lgb_delta,lgb,delta,strain_novel,Strains,0.0
lgb_delta,lgb,delta,strain_novel,Medium,0.00047069340012852287
lgb_delta,lgb,delta,strain_novel,perturbation_no_concentration,0.0715140983059767
lgb_delta,lgb,delta,strain_novel,Yeast_cell_plate,0.24374153454590697
lgb_delta,lgb,delta,strain_novel,pert_id,0.03940494669561926
xgb_delta,xgb,delta,strain_novel,c_ctrl,0.005191877188940627
xgb_delta,xgb,delta,strain_novel,c_ctrl_centered,0.004935752819596531
xgb_delta,xgb,delta,strain_novel,d_ctx,0.0
xgb_delta,xgb,delta,strain_novel,d_ctxb,0.0
xgb_delta,xgb,delta,strain_novel,d_strain,0.0
xgb_delta,xgb,delta,strain_novel,d_drug,0.3199760405196228
xgb_delta,xgb,delta,strain_novel,d_drug_time,0.026808777441865
xgb_delta,xgb,delta,strain_novel,d_drug_strain,0.0
xgb_delta,xgb,delta,strain_novel,d_batch,0.006030540529614799
xgb_delta,xgb,delta,strain_novel,d_batch_time,0.0016171866561232873
xgb_delta,xgb,delta,strain_novel,d_plate,0.18292205829988667
xgb_delta,xgb,delta,strain_novel,d_instr,0.0021126946797483544
xgb_delta,xgb,delta,strain_novel,d_time,0.0011504562199223377
xgb_delta,xgb,delta,strain_novel,d_mtt,0.005354799217826571
xgb_delta,xgb,delta,strain_novel,y_ctxb,0.0
xgb_delta,xgb,delta,strain_novel,y_mtt,0.006068024284824977
xgb_delta,xgb,delta,strain_novel,prot_mean_y,0.008875178458424986
xgb_delta,xgb,delta,strain_novel,prot_sd_y,0.0032688199654527313
xgb_delta,xgb,delta,strain_novel,prot_detect,0.012274063252063084
xgb_delta,xgb,delta,strain_novel,prot_mean_d,0.002499503108425168
xgb_delta,xgb,delta,strain_novel,prot_sd_d,0.0057570643594026735
xgb_delta,xgb,delta,strain_novel,prot_mean_absd,0.003750012734849532
xgb_delta,xgb,delta,strain_novel,pert_time_num,0.004142884815613491
xgb_delta,xgb,delta,strain_novel,temperature_num,0.0011420411555680295
xgb_delta,xgb,delta,strain_novel,well_row,0.005459761951806084
xgb_delta,xgb,delta,strain_novel,well_col,0.027592631883945333
xgb_delta,xgb,delta,strain_novel,ctrl_median,0.016825460686909127
xgb_delta,xgb,delta,strain_novel,ctrl_detect,0.008817568672758076
xgb_delta,xgb,delta,strain_novel,has_drug_prior,0.0
xgb_delta,xgb,delta,strain_novel,has_strain_prior,0.0
xgb_delta,xgb,delta,strain_novel,data_source,0.00048637385511772816
xgb_delta,xgb,delta,strain_novel,instrument,0.0019705134695524322
xgb_delta,xgb,delta,strain_novel,Strains,0.0
xgb_delta,xgb,delta,strain_novel,Medium,0.0008614493808039378
xgb_delta,xgb,delta,strain_novel,perturbation_no_concentration,0.0728849388830673
xgb_delta,xgb,delta,strain_novel,Yeast_cell_plate,0.23229000142689832
xgb_delta,xgb,delta,strain_novel,pert_id,0.028933524081370014
cat_delta,cat,delta,strain_novel,c_ctrl,0.013360969027375914
cat_delta,cat,delta,strain_novel,c_ctrl_centered,0.011315896021552228
cat_delta,cat,delta,strain_novel,d_ctx,0.0
cat_delta,cat,delta,strain_novel,d_ctxb,0.0
cat_delta,cat,delta,strain_novel,d_strain,0.0
cat_delta,cat,delta,strain_novel,d_drug,0.21493564371993565
cat_delta,cat,delta,strain_novel,d_drug_time,0.025008107582476933
cat_delta,cat,delta,strain_novel,d_drug_strain,0.0
cat_delta,cat,delta,strain_novel,d_batch,0.01391703739212074
cat_delta,cat,delta,strain_novel,d_batch_time,0.0015828996925850935
cat_delta,cat,delta,strain_novel,d_plate,0.18726847642300248
cat_delta,cat,delta,strain_novel,d_instr,0.001989433697327394
cat_delta,cat,delta,strain_novel,d_time,0.0014950842742687816
cat_delta,cat,delta,strain_novel,d_mtt,0.0027174002523292096
cat_delta,cat,delta,strain_novel,y_ctxb,0.0
cat_delta,cat,delta,strain_novel,y_mtt,0.006875571644092837
cat_delta,cat,delta,strain_novel,prot_mean_y,0.017206348536231104
cat_delta,cat,delta,strain_novel,prot_sd_y,0.0031964018875884383
cat_delta,cat,delta,strain_novel,prot_detect,0.014839711520563934
cat_delta,cat,delta,strain_novel,prot_mean_d,0.0028620512644706173
cat_delta,cat,delta,strain_novel,prot_sd_d,0.005517514796003946
cat_delta,cat,delta,strain_novel,prot_mean_absd,0.002260725903022546
cat_delta,cat,delta,strain_novel,pert_time_num,0.010610210449478408
cat_delta,cat,delta,strain_novel,temperature_num,0.002013281543105858
cat_delta,cat,delta,strain_novel,well_row,0.010820047111226335
cat_delta,cat,delta,strain_novel,well_col,0.0876590228226068
cat_delta,cat,delta,strain_novel,ctrl_median,0.04280459539356125
cat_delta,cat,delta,strain_novel,ctrl_detect,0.013612614005874898
cat_delta,cat,delta,strain_novel,has_drug_prior,0.0
cat_delta,cat,delta,strain_novel,has_strain_prior,0.0
cat_delta,cat,delta,strain_novel,data_source,0.02139735289474665
cat_delta,cat,delta,strain_novel,instrument,0.0037796591803818235
cat_delta,cat,delta,strain_novel,Strains,0.0
cat_delta,cat,delta,strain_novel,Medium,0.003972089398436016
cat_delta,cat,delta,strain_novel,perturbation_no_concentration,0.0992954380170298
cat_delta,cat,delta,strain_novel,Yeast_cell_plate,0.12330801678718366
cat_delta,cat,delta,strain_novel,pert_id,0.05437839876142053
lgb_abs,lgb,abs,strain_novel,c_ctrl,0.8186038489641286
lgb_abs,lgb,abs,strain_novel,c_ctrl_centered,0.15728938571959813
lgb_abs,lgb,abs,strain_novel,d_ctx,0.0
lgb_abs,lgb,abs,strain_novel,d_ctxb,0.0
lgb_abs,lgb,abs,strain_novel,d_strain,0.0
lgb_abs,lgb,abs,strain_novel,d_drug,0.005260817290973154
lgb_abs,lgb,abs,strain_novel,d_drug_time,0.0009034735473200208
lgb_abs,lgb,abs,strain_novel,d_drug_strain,0.0
lgb_abs,lgb,abs,strain_novel,d_batch,6.893798614472799e-05
lgb_abs,lgb,abs,strain_novel,d_batch_time,1.61516795149469e-05
lgb_abs,lgb,abs,strain_novel,d_plate,0.003025770998292096
lgb_abs,lgb,abs,strain_novel,d_instr,3.407471269847723e-05
lgb_abs,lgb,abs,strain_novel,d_time,1.235614142725126e-05
lgb_abs,lgb,abs,strain_novel,d_mtt,4.092667781354313e-05
lgb_abs,lgb,abs,strain_novel,y_ctxb,0.0
lgb_abs,lgb,abs,strain_novel,y_mtt,0.003953857807336213
lgb_abs,lgb,abs,strain_novel,prot_mean_y,0.0027123984518448857
lgb_abs,lgb,abs,strain_novel,prot_sd_y,0.00015269132599536302
lgb_abs,lgb,abs,strain_novel,prot_detect,0.00010565297735520763
lgb_abs,lgb,abs,strain_novel,prot_mean_d,5.471528704884226e-05
lgb_abs,lgb,abs,strain_novel,prot_sd_d,0.00016948964933577337
lgb_abs,lgb,abs,strain_novel,prot_mean_absd,6.015699930736585e-05
lgb_abs,lgb,abs,strain_novel,pert_time_num,5.622806619131132e-05
lgb_abs,lgb,abs,strain_novel,temperature_num,1.4627644640996092e-05
lgb_abs,lgb,abs,strain_novel,well_row,0.00010270097614793741
lgb_abs,lgb,abs,strain_novel,well_col,0.00046362029018233447
lgb_abs,lgb,abs,strain_novel,ctrl_median,0.00013711323850446795
lgb_abs,lgb,abs,strain_novel,ctrl_detect,0.00013424789199364035
lgb_abs,lgb,abs,strain_novel,has_drug_prior,0.0
lgb_abs,lgb,abs,strain_novel,has_strain_prior,0.0
lgb_abs,lgb,abs,strain_novel,data_source,8.30097415174109e-06
lgb_abs,lgb,abs,strain_novel,instrument,4.071535771236076e-05
lgb_abs,lgb,abs,strain_novel,Strains,0.0
lgb_abs,lgb,abs,strain_novel,Medium,1.4892237804757207e-05
lgb_abs,lgb,abs,strain_novel,perturbation_no_concentration,0.0016649060995998157
lgb_abs,lgb,abs,strain_novel,Yeast_cell_plate,0.004207704400004301
lgb_abs,lgb,abs,strain_novel,pert_id,0.0006902366069316388
xgb_abs,xgb,abs,strain_novel,c_ctrl,0.5088416402049262
xgb_abs,xgb,abs,strain_novel,c_ctrl_centered,0.364328099424868
xgb_abs,xgb,abs,strain_novel,d_ctx,0.0
xgb_abs,xgb,abs,strain_novel,d_ctxb,0.0
xgb_abs,xgb,abs,strain_novel,d_strain,0.0
xgb_abs,xgb,abs,strain_novel,d_drug,0.005559083079677473
xgb_abs,xgb,abs,strain_novel,d_drug_time,0.000717012362255027
xgb_abs,xgb,abs,strain_novel,d_drug_strain,0.0
xgb_abs,xgb,abs,strain_novel,d_batch,8.223849767674657e-05
xgb_abs,xgb,abs,strain_novel,d_batch_time,2.413094942258866e-05
xgb_abs,xgb,abs,strain_novel,d_plate,0.0028290256942064282
xgb_abs,xgb,abs,strain_novel,d_instr,4.9114090404060734e-05
xgb_abs,xgb,abs,strain_novel,d_time,2.0365010648032663e-05
xgb_abs,xgb,abs,strain_novel,d_mtt,4.271370601209695e-05
xgb_abs,xgb,abs,strain_novel,y_ctxb,0.0
xgb_abs,xgb,abs,strain_novel,y_mtt,0.10859382072720362
xgb_abs,xgb,abs,strain_novel,prot_mean_y,0.00019442305642873733
xgb_abs,xgb,abs,strain_novel,prot_sd_y,0.00031641196460316606
xgb_abs,xgb,abs,strain_novel,prot_detect,0.00011914711717230722
xgb_abs,xgb,abs,strain_novel,prot_mean_d,6.18507732389943e-05
xgb_abs,xgb,abs,strain_novel,prot_sd_d,0.00017775316248463702
xgb_abs,xgb,abs,strain_novel,prot_mean_absd,8.126466757049659e-05
xgb_abs,xgb,abs,strain_novel,pert_time_num,7.86389823480041e-05
xgb_abs,xgb,abs,strain_novel,temperature_num,2.3581965820161826e-05
xgb_abs,xgb,abs,strain_novel,well_row,0.00011477254918773117
xgb_abs,xgb,abs,strain_novel,well_col,0.0004518031428550832
xgb_abs,xgb,abs,strain_novel,ctrl_median,0.00025041336948196217
xgb_abs,xgb,abs,strain_novel,ctrl_detect,0.0001409931707013193
xgb_abs,xgb,abs,strain_novel,has_drug_prior,0.0
xgb_abs,xgb,abs,strain_novel,has_strain_prior,0.0
xgb_abs,xgb,abs,strain_novel,data_source,1.2273678435996305e-05
xgb_abs,xgb,abs,strain_novel,instrument,3.107512441709029e-05
xgb_abs,xgb,abs,strain_novel,Strains,0.0
xgb_abs,xgb,abs,strain_novel,Medium,2.1407829293840257e-05
xgb_abs,xgb,abs,strain_novel,perturbation_no_concentration,0.0016475653890224912
xgb_abs,xgb,abs,strain_novel,Yeast_cell_plate,0.004615998777106422
xgb_abs,xgb,abs,strain_novel,pert_id,0.0005733815325313388
cat_abs,cat,abs,strain_novel,c_ctrl,0.5484069921129784
cat_abs,cat,abs,strain_novel,c_ctrl_centered,0.3125436679858991
cat_abs,cat,abs,strain_novel,d_ctx,0.0
cat_abs,cat,abs,strain_novel,d_ctxb,0.0
cat_abs,cat,abs,strain_novel,d_strain,0.0
cat_abs,cat,abs,strain_novel,d_drug,0.033401057637511326
cat_abs,cat,abs,strain_novel,d_drug_time,0.006950580619604663
cat_abs,cat,abs,strain_novel,d_drug_strain,0.0
cat_abs,cat,abs,strain_novel,d_batch,0.001080472224323626
cat_abs,cat,abs,strain_novel,d_batch_time,0.00016224478612583666
cat_abs,cat,abs,strain_novel,d_plate,0.017389612292019452
cat_abs,cat,abs,strain_novel,d_instr,0.00021984922625767992
cat_abs,cat,abs,strain_novel,d_time,3.8925752868185625e-05
cat_abs,cat,abs,strain_novel,d_mtt,9.273589753842128e-05
cat_abs,cat,abs,strain_novel,y_ctxb,0.0
cat_abs,cat,abs,strain_novel,y_mtt,0.028878835747156616
cat_abs,cat,abs,strain_novel,prot_mean_y,0.013068841515526002
cat_abs,cat,abs,strain_novel,prot_sd_y,0.001287988032104648
cat_abs,cat,abs,strain_novel,prot_detect,0.001348334244110692
cat_abs,cat,abs,strain_novel,prot_mean_d,0.0007330021894829573
cat_abs,cat,abs,strain_novel,prot_sd_d,0.0008956981908129465
cat_abs,cat,abs,strain_novel,prot_mean_absd,0.0006766220070409003
cat_abs,cat,abs,strain_novel,pert_time_num,0.0007501930427669116
cat_abs,cat,abs,strain_novel,temperature_num,0.00011823914638505889
cat_abs,cat,abs,strain_novel,well_row,0.0016342364984512307
cat_abs,cat,abs,strain_novel,well_col,0.005677470729670289
cat_abs,cat,abs,strain_novel,ctrl_median,0.00258053665939031
cat_abs,cat,abs,strain_novel,ctrl_detect,0.0010730367422873502
cat_abs,cat,abs,strain_novel,has_drug_prior,0.0
cat_abs,cat,abs,strain_novel,has_strain_prior,0.0
cat_abs,cat,abs,strain_novel,data_source,0.0006173888723312463
cat_abs,cat,abs,strain_novel,instrument,0.00044689428881179857
cat_abs,cat,abs,strain_novel,Strains,0.0
cat_abs,cat,abs,strain_novel,Medium,0.0005123235644733541
cat_abs,cat,abs,strain_novel,perturbation_no_concentration,0.0033009200904190574
cat_abs,cat,abs,strain_novel,Yeast_cell_plate,0.01152922082855485
cat_abs,cat,abs,strain_novel,pert_id,0.004584079075097284
lgb_delta,lgb,delta,both_novel,c_ctrl,0.00583536734307926
lgb_delta,lgb,delta,both_novel,c_ctrl_centered,0.009193845319197966
lgb_delta,lgb,delta,both_novel,d_ctx,0.0
lgb_delta,lgb,delta,both_novel,d_ctxb,0.0
lgb_delta,lgb,delta,both_novel,d_strain,0.0
lgb_delta,lgb,delta,both_novel,d_drug,0.0
lgb_delta,lgb,delta,both_novel,d_drug_time,0.0
lgb_delta,lgb,delta,both_novel,d_drug_strain,0.0
lgb_delta,lgb,delta,both_novel,d_batch,0.02455799012821182
lgb_delta,lgb,delta,both_novel,d_batch_time,0.0103022574448122
lgb_delta,lgb,delta,both_novel,d_plate,0.222772248316493
lgb_delta,lgb,delta,both_novel,d_instr,0.0079965838061805
lgb_delta,lgb,delta,both_novel,d_time,0.002548308428963511
lgb_delta,lgb,delta,both_novel,d_mtt,0.013681063005392407
lgb_delta,lgb,delta,both_novel,y_ctxb,0.0
lgb_delta,lgb,delta,both_novel,y_mtt,0.008315187761923628
lgb_delta,lgb,delta,both_novel,prot_mean_y,0.013232255394488178
lgb_delta,lgb,delta,both_novel,prot_sd_y,0.003966475594234618
lgb_delta,lgb,delta,both_novel,prot_detect,0.017886241659289585
lgb_delta,lgb,delta,both_novel,prot_mean_d,0.00408471321006425
lgb_delta,lgb,delta,both_novel,prot_sd_d,0.00824476857186021
lgb_delta,lgb,delta,both_novel,prot_mean_absd,0.005454335428058798
lgb_delta,lgb,delta,both_novel,pert_time_num,0.00918266403707755
lgb_delta,lgb,delta,both_novel,temperature_num,0.002587653315620042
lgb_delta,lgb,delta,both_novel,well_row,0.034905344772597
lgb_delta,lgb,delta,both_novel,well_col,0.06723173881440161
lgb_delta,lgb,delta,both_novel,ctrl_median,0.04172449405559465
lgb_delta,lgb,delta,both_novel,ctrl_detect,0.015518950790204444
lgb_delta,lgb,delta,both_novel,has_drug_prior,0.0
lgb_delta,lgb,delta,both_novel,has_strain_prior,0.0
lgb_delta,lgb,delta,both_novel,data_source,0.007825201674402411
lgb_delta,lgb,delta,both_novel,instrument,0.006514307110828203
lgb_delta,lgb,delta,both_novel,Strains,0.0
lgb_delta,lgb,delta,both_novel,Medium,0.0019090494229720616
lgb_delta,lgb,delta,both_novel,perturbation_no_concentration,0.0
lgb_delta,lgb,delta,both_novel,Yeast_cell_plate,0.18423887214408322
lgb_delta,lgb,delta,both_novel,pert_id,0.2702900824499689
xgb_delta,xgb,delta,both_novel,c_ctrl,0.007615980821191425
xgb_delta,xgb,delta,both_novel,c_ctrl_centered,0.009439861759025649
xgb_delta,xgb,delta,both_novel,d_ctx,0.0
xgb_delta,xgb,delta,both_novel,d_ctxb,0.0
xgb_delta,xgb,delta,both_novel,d_strain,0.0
xgb_delta,xgb,delta,both_novel,d_drug,0.0
xgb_delta,xgb,delta,both_novel,d_drug_time,0.0
xgb_delta,xgb,delta,both_novel,d_drug_strain,0.0
xgb_delta,xgb,delta,both_novel,d_batch,0.026163635656499352
xgb_delta,xgb,delta,both_novel,d_batch_time,0.02365546317586836
xgb_delta,xgb,delta,both_novel,d_plate,0.20688014634252014
xgb_delta,xgb,delta,both_novel,d_instr,0.008163681574575291
xgb_delta,xgb,delta,both_novel,d_time,0.005238825252171021
xgb_delta,xgb,delta,both_novel,d_mtt,0.012155026757534697
xgb_delta,xgb,delta,both_novel,y_ctxb,0.0
xgb_delta,xgb,delta,both_novel,y_mtt,0.009753599645274334
xgb_delta,xgb,delta,both_novel,prot_mean_y,0.013324302175384039
xgb_delta,xgb,delta,both_novel,prot_sd_y,0.004213100169751335
xgb_delta,xgb,delta,both_novel,prot_detect,0.015626739613065592
xgb_delta,xgb,delta,both_novel,prot_mean_d,0.004676906851338001
xgb_delta,xgb,delta,both_novel,prot_sd_d,0.009109273202707314
xgb_delta,xgb,delta,both_novel,prot_mean_absd,0.005859724793443767
xgb_delta,xgb,delta,both_novel,pert_time_num,0.007896035921592187
xgb_delta,xgb,delta,both_novel,temperature_num,0.002734201912296817
xgb_delta,xgb,delta,both_novel,well_row,0.06528894841788695
xgb_delta,xgb,delta,both_novel,well_col,0.09869407435575211
xgb_delta,xgb,delta,both_novel,ctrl_median,0.03279041889133648
xgb_delta,xgb,delta,both_novel,ctrl_detect,0.021165347394245936
xgb_delta,xgb,delta,both_novel,has_drug_prior,0.0
xgb_delta,xgb,delta,both_novel,has_strain_prior,0.0
xgb_delta,xgb,delta,both_novel,data_source,0.009819104727572105
xgb_delta,xgb,delta,both_novel,instrument,0.0059123987398837
xgb_delta,xgb,delta,both_novel,Strains,0.0
xgb_delta,xgb,delta,both_novel,Medium,0.002034563651252309
xgb_delta,xgb,delta,both_novel,perturbation_no_concentration,0.0
xgb_delta,xgb,delta,both_novel,Yeast_cell_plate,0.1821512296998186
xgb_delta,xgb,delta,both_novel,pert_id,0.2096374084980125
cat_delta,cat,delta,both_novel,c_ctrl,0.012227798410307585
cat_delta,cat,delta,both_novel,c_ctrl_centered,0.014302145270035762
cat_delta,cat,delta,both_novel,d_ctx,0.0
cat_delta,cat,delta,both_novel,d_ctxb,0.0
cat_delta,cat,delta,both_novel,d_strain,0.0
cat_delta,cat,delta,both_novel,d_drug,0.0
cat_delta,cat,delta,both_novel,d_drug_time,0.0
cat_delta,cat,delta,both_novel,d_drug_strain,0.0
cat_delta,cat,delta,both_novel,d_batch,0.03644045751134947
cat_delta,cat,delta,both_novel,d_batch_time,0.009226598830119174
cat_delta,cat,delta,both_novel,d_plate,0.2331511547454773
cat_delta,cat,delta,both_novel,d_instr,0.005928057341614758
cat_delta,cat,delta,both_novel,d_time,0.001014348328449176
cat_delta,cat,delta,both_novel,d_mtt,0.011326283678318798
cat_delta,cat,delta,both_novel,y_ctxb,0.0
cat_delta,cat,delta,both_novel,y_mtt,0.008615475959288403
cat_delta,cat,delta,both_novel,prot_mean_y,0.021817507496113456
cat_delta,cat,delta,both_novel,prot_sd_y,0.0033828930942790365
cat_delta,cat,delta,both_novel,prot_detect,0.021861438927222292
cat_delta,cat,delta,both_novel,prot_mean_d,0.002494682791909815
cat_delta,cat,delta,both_novel,prot_sd_d,0.009104570660908279
cat_delta,cat,delta,both_novel,prot_mean_absd,0.006437016521634915
cat_delta,cat,delta,both_novel,pert_time_num,0.0032020128960437233
cat_delta,cat,delta,both_novel,temperature_num,0.001189264257570138
cat_delta,cat,delta,both_novel,well_row,0.021489722369501925
cat_delta,cat,delta,both_novel,well_col,0.07906285411844893
cat_delta,cat,delta,both_novel,ctrl_median,0.01717733280470216
cat_delta,cat,delta,both_novel,ctrl_detect,0.010828458101211472
cat_delta,cat,delta,both_novel,has_drug_prior,0.0
cat_delta,cat,delta,both_novel,has_strain_prior,0.0
cat_delta,cat,delta,both_novel,data_source,0.03315150586637187
cat_delta,cat,delta,both_novel,instrument,0.003575181495890883
cat_delta,cat,delta,both_novel,Strains,0.0
cat_delta,cat,delta,both_novel,Medium,0.0013682469248647447
cat_delta,cat,delta,both_novel,perturbation_no_concentration,0.0
cat_delta,cat,delta,both_novel,Yeast_cell_plate,0.17662328926478707
cat_delta,cat,delta,both_novel,pert_id,0.25500170233357894
lgb_abs,lgb,abs,both_novel,c_ctrl,0.2739959793805071
lgb_abs,lgb,abs,both_novel,c_ctrl_centered,0.5262583949010015
lgb_abs,lgb,abs,both_novel,d_ctx,0.0
lgb_abs,lgb,abs,both_novel,d_ctxb,0.0
lgb_abs,lgb,abs,both_novel,d_strain,0.0
lgb_abs,lgb,abs,both_novel,d_drug,0.0
lgb_abs,lgb,abs,both_novel,d_drug_time,0.0
lgb_abs,lgb,abs,both_novel,d_drug_strain,0.0
lgb_abs,lgb,abs,both_novel,d_batch,0.0003629322181909299
lgb_abs,lgb,abs,both_novel,d_batch_time,0.00014966513932340923
lgb_abs,lgb,abs,both_novel,d_plate,0.002848302328677347
lgb_abs,lgb,abs,both_novel,d_instr,0.00015653258912931358
lgb_abs,lgb,abs,both_novel,d_time,0.000129900047808675
lgb_abs,lgb,abs,both_novel,d_mtt,0.00011005785672596034
lgb_abs,lgb,abs,both_novel,y_ctxb,0.0
lgb_abs,lgb,abs,both_novel,y_mtt,0.050827353380469745
lgb_abs,lgb,abs,both_novel,prot_mean_y,0.0557740313847766
lgb_abs,lgb,abs,both_novel,prot_sd_y,0.0003370027672553461
lgb_abs,lgb,abs,both_novel,prot_detect,0.07503917167135375
lgb_abs,lgb,abs,both_novel,prot_mean_d,0.00011118323825947206
lgb_abs,lgb,abs,both_novel,prot_sd_d,0.002664530033474349
lgb_abs,lgb,abs,both_novel,prot_mean_absd,9.963231722890217e-05
lgb_abs,lgb,abs,both_novel,pert_time_num,8.134403072539929e-05
lgb_abs,lgb,abs,both_novel,temperature_num,2.7815829265002282e-05
lgb_abs,lgb,abs,both_novel,well_row,0.0004777131236598051
lgb_abs,lgb,abs,both_novel,well_col,0.0009310305625134727
lgb_abs,lgb,abs,both_novel,ctrl_median,0.00041781763773870127
lgb_abs,lgb,abs,both_novel,ctrl_detect,0.00019618048150326275
lgb_abs,lgb,abs,both_novel,has_drug_prior,0.0
lgb_abs,lgb,abs,both_novel,has_strain_prior,0.0
lgb_abs,lgb,abs,both_novel,data_source,0.0001336184942284557
lgb_abs,lgb,abs,both_novel,instrument,0.00027126701172573356
lgb_abs,lgb,abs,both_novel,Strains,0.0
lgb_abs,lgb,abs,both_novel,Medium,2.6660515049890204e-05
lgb_abs,lgb,abs,both_novel,perturbation_no_concentration,0.0
lgb_abs,lgb,abs,both_novel,Yeast_cell_plate,0.0036220431982650013
lgb_abs,lgb,abs,both_novel,pert_id,0.00494983986114291
xgb_abs,xgb,abs,both_novel,c_ctrl,0.31262566614042187
xgb_abs,xgb,abs,both_novel,c_ctrl_centered,0.4869183426693323
xgb_abs,xgb,abs,both_novel,d_ctx,0.0
xgb_abs,xgb,abs,both_novel,d_ctxb,0.0
xgb_abs,xgb,abs,both_novel,d_strain,0.0
xgb_abs,xgb,abs,both_novel,d_drug,0.0
xgb_abs,xgb,abs,both_novel,d_drug_time,0.0
xgb_abs,xgb,abs,both_novel,d_drug_strain,0.0
xgb_abs,xgb,abs,both_novel,d_batch,0.0003870789673294528
xgb_abs,xgb,abs,both_novel,d_batch_time,9.660085820133617e-05
xgb_abs,xgb,abs,both_novel,d_plate,0.0027893691375544994
xgb_abs,xgb,abs,both_novel,d_instr,0.0001068022163345048
xgb_abs,xgb,abs,both_novel,d_time,4.228212049418633e-05
xgb_abs,xgb,abs,both_novel,d_mtt,7.023367394269227e-05
xgb_abs,xgb,abs,both_novel,y_ctxb,0.0
xgb_abs,xgb,abs,both_novel,y_mtt,0.0968739013629859
xgb_abs,xgb,abs,both_novel,prot_mean_y,0.08569689163499444
xgb_abs,xgb,abs,both_novel,prot_sd_y,0.0004408391357932603
xgb_abs,xgb,abs,both_novel,prot_detect,0.0023729226075902598
xgb_abs,xgb,abs,both_novel,prot_mean_d,0.00013531840897082663
xgb_abs,xgb,abs,both_novel,prot_sd_d,0.00021062790001116714
xgb_abs,xgb,abs,both_novel,prot_mean_absd,0.00012111116996836521
xgb_abs,xgb,abs,both_novel,pert_time_num,8.096942144391405e-05
